Content,Score
Tambahin rekomendasi topik dong dan pemilahan agar tulisan kita banyak dilihat orang,4
Blud really make him so mad,5
"Akun IG gua gak bisa dibuka semenjak login threads, bug parah",1
Aplikasi ini bisa membuat akun Instagram saya keluar sendiri dan hanya bisa memakai Ig lite,1
"Ada bug mungkin hanya pengguna android saja yang mengalami, bug glich.. Padahal baru login dan baru 1 sentuhan scrol langsung tampilan nya nge-glich, Mohon diperbaiki dan mampu menjadi pengganti twitter",4
lumayan. tpi klo bisa disisipi lagu enak lagi,4
"Tolong tambahkan opsi simpan/unduh foto seperti twitter, opsi simpan postingan, hastag, dan trending, untuk sementara akan saya maklumi karena ini aplikasi baru berumur 1 hari",4
bagus buat pengganti twitter yang di limit 600post/hari,5
"HAI,IYA KAMU YG SEDANG BACA KOMEN SAYA, TOLONG JNGN MENDOWNLOAD NYA. KARENA APK INI BISA MEMBAHAYAKAN ATAUPUN AKUN KALIAN DI IG BISA HILANG DENGAN LOGIN DI APK INI MENGGUNAKAN AKUN SATU SATUNYA,KALAU KALIAN MAU LOGIN DI APK INI SEBAIKNYA KALIAN PAKE AKUN FAKE TERLEBIH DAHULU UNTUK PEMBUKTIANNYA!!!! APK SAMPAH!!!.",1
"masih ada bug, tulisan saling tertumpuk",3
Mntp ni,3
Semoga kedepannya atas hastagnya,5
"ig ku gabisa dibuka, karnaa inii",1
Kenapa ya setiap di pake posting foto langsung hank,1
"Bug,banyak tulisan tertumpuk saat di geser",1
"I don't get any notifications from this application, even though I have activated all the notifications.\U0001f642",4
Bagus kok,5
Its gliching on my phone,1
Good,5
Tolong tombol postingnya dipindahin ke atas plisss\U0001f97a,4
"Mengalami kendala upload foto, sering crash",1
"Ini apk agak laen ku tengok .. kyk apk pinjol ilegal, banyak kali minta izinnya?",1
woi ig gue jadi force close terus gara gara aplikasi ini anjingggg,1
bahaya\U0001f61e,1
Tidak ada pengaturan beranda untuk memisahkan tampilan trending dan akun yang diikuti.,3
Belum genap 24jam saya instal di hp android. Kok tampilannya goyang dan kabur ya?,3
Banyak akun Ig caper,3
Hpus aja apk nya ajg,1
Apk lawak,1
buruk sekali dan merugikan,1
Aplikasi bagus,5
Lumayan bagus tapi masih banyak bug,3
Good,5
"Cukup baiksi menurutku, tp seharusnya no yang bisa ditampilkan di bio ig kalau sudah dihapus bisa dipasang kembali, jangan hanya sekali, tp maklum la ya baru awal, semoga bisa diperbaiki",4
Sebelum pakai dan menggunakan akun instagram di Threads tidak ada masalah tapi pas habis login akun instagram di Threads kenapa jadi gak bisa pake akun itu dan setiap buka instagram pakai akun itu selalu force close,2
"Masih nunggu update perbaikan bug, terutama glitch di tipe smartphone tertenu",3
"Ga bagus di dalam nya banyak bocah alay entah dari mana dia nongol tiba tiba suasana yang ada di sana berasa masuk ke jaman Majapahit, banyak banget disana artis norak dan bikin CP nya sama persis kaya dulu Facebook baru pertama rilis duh gimana nih uy ga bagus banyak bocah puber dan banyak tua tua Bangka yg baru keluar goa dan langsung jadi puber",1
Fix More or less apps are better ? Can help learn to support the country ! Don't believe that lies....,5
"gr gr download threads, ig ku mulai kluar kluar sendiri",1
ig ku raiso di bukaa NGENTOTTTT,1
Saya ada ide untuk pengembangan aplikasi ini,5
"nge bug parah, tulisan numpuk pas di scroll bener bener gabisa dibaca samsek, dari awal download sampe uninstall trus download lagi belum bisa dipake juga",2
Waktu bikin thread kok agak ribet ya..,3
Ketika saya pergunakan aplikasih ini. Tidak membohongi pengemar .,5
Gak ada kebebasan. Berbicara,1
Mantap,5
"Jelek apk nya, kode digit nya GK di kirim\xb2",1
Bug,1
Lumayan,5
gara\xb2 download ini Ig gua erorr,1
Akun Instagram saya akan hilang jika saya menghapus akun Threads,1
Terdapat bug apk tdk mau terbuka ( error ),1
"Suka, nunggu perkembangannya semoga sesuai harapan",5
"Sementara ga buka dulu, nunggu ada mode gelap baru balik",4
Parah sih punyaku malah keluar terus aplikasinya,1
Apk ini sangat perfesional saya sangat menikmatinya...\u2615\u2615,4
Ok,5
"perbaiki bug nya dulu ya, baru bagus",4
"Harus refresh refresh terus ketika update atau hapus pesan atau yg lainnya udah si itu aja masih belum live refresh kek Facebook, dan fitur chat, fitur download gambar / video, fitur rethreads counter nya semoga cepet ada Terimakasih",4
"Saya apresiasi pada akun kedua ig, cuma saya mohon izin, cara menghapus akun nya gimana\U0001f62a...",4
Kenapa password IG mudah sekali di retas orang ya.setiap masuk akun threads,3
is this twitter apps?,5
Kok error' ya pas digeser geser kemana mana,3
"Karena masih baru, masih bingung sama fitur2nya. Tapi kayaknya sih mirip2 kyk IG",5
"Banyak yang protes, namanya juga baru rilis, nanti juga update sendiri",5
"Sedikit saran beberapa fitur buat aplikasi ini.. mungkin bisa di optimalkan fitur zoom foto. Soalnya kadang susah klo mau liat foto gabisa di zoom.. terus mungkin tambahin Hastag (#) juga. Biar orang klo mau nulis caption tertentu bisa dijangkau lebih luas. Terus... Klo emang mau disamakan dengan Twitter, ada 2 tab beranda. Seperti Following dan For You. Oh! Sama satu lagi.. Tambahin opsi media berupa Galeri bawaan di bagian post tweet. Jadi supaya orang gampang milih foto di dalam galeri .",4
"saya kasih bintang bkn brrti bagus yah, tp saya suka angka 5, belum dicoba soalnya, thx admin",5
Centang biru sampah di timeline \U0001f4a9,1
"Perbaiki bug text yang bertumpukan saat di scroll, bug nya parah sangat menggangu, terimakasih.",1
Masi datar,3
Saya menemukam titik bug pada aplikasi ini. pada saat melakukan postingan foto tersebut tiba-tiba aplikasi saya terhenti dan close forced. mohon diperbaiki,2
kerja bagus\U0001f5ff\U0001f44d\U0001f3fb,5
Mantab,5
Untuk home threads nya jangan terlalu banyak memberikan post Dali influenser tapi utamakan untuk post post dari orang yang kita ikuti saja \U0001f64f,2
Good,5
Jadilah beta tester untuk melaporkan bug dan fitur. Bukan komen di akun bukan beta tester,5
Lebih ditingkatkan lagi agar bisa membuat tagar,5
Baguss,5
Apk nya nge bug :(,3
Aplikasi eror,2
"gara-gara aku download ini Ig aku gak bisa dibuka, kalau dibuka pasti keluar sendiri terus harus gimana ya, udah ku uninstall aku login lagi masih tetep, tolong kerjasamanya ya",2
Lumayan buat ngeluh,5
TOLONG KASIH TRANSLATE INDONESIA NYA DONGGGGG,3
bgus,5
"Sebenernya sudah mulai bagus, cuma saran aja sii kalau ada konten/balasan yang diapus mending gausah ditampilkan lagi 1 balasan agak ganggu ajasiii",4
Good,5
Kenapa gue ga bisa liat yang gua ikutin njir \U0001f62d,2
Ada bug gabisa upload fotooo :'(,4
Amazing,5
Bagusan twitter. Banyak kaum autid.,1
"Aplikasi nya sangat bagus termasuk fitur\xb2 nya, tpi saya kasih segini dlu soalnya kualitas upload foto/video nya masih kurang bagus tidak seperti Instagram",4
"Tolong tambah fitur 'edit' ketika membuat thread, saya anaknya typo banget.",4
"Sementara bintangnya segini dulu. Soalnya kebanyakan yang tampil di beranda tuh artis, seleb atau centang biru. Seakan kaya gk ada orang lain aja. Dish",4
Akhirnya bisa berbalas komentar Ama my idol \U0001f602\U0001f605\U0001f606,5
Gegara apk ini ig gw jadi ga bisa diakses.. telor,1
Mantapp.. opsi ketika Twitter udah ga asik..,5
habis download ini ig jdi gabisa di buka AAAAAAAA,1
Aplikasinya masih berat diandroid,4
kasih fitur yg sedang trending sama chat donk,2
Nice,4
Gw suka gaya Lo Mark . Wkkwk,5
"Mantap.....! Akan tetapi setiap saya login mesti eror, layar kyk di hantam air. Atau kesemutan",2
Boleh juga,5
"sering bug sering banget setiap buka pasti bug gitu, saran gitu bisa hapus akun tanpa harus hapus akun ig",4
"1. Tolong pisahin antara publik sama orang yang kita ikuti. 2. Balikin lencana threads yang di ig *nyeselhapuslencana. 3. Di hp gw ada bug 4. Tolong tambahin fitur ; save foto / video, poling",3
Aplikasi cukup menarik apalagi bisa bagikan video panjang 5 menit...hayuuuu ....cuman batasan upload masih bisa pakai sound bebas dari aplikator ga yah ....,5
"Gatau ya, waktu download threads akun Instagram sama eror tidak bisa di buka. Belum menemukan solusinya dan masih eror. Kayak ngeback sendiri gitu, tapi aneh nya hanya satu akun saja yang eror 2 akun lainnya normal.",3
Apk ini bangus sekali \U0001f60d\U0001f44d,5
"There is a bug on the homepage, and many other bugs, the application is not bad but bad",2
"Kok apk saya eror, kalau discrol yang muncul kayak hp rusak",1
Tambahkan fitur hanya di ikuti saja bukan orang yang tidak di ikuti tetap ada di beranda,3
Sangat rekomended,1
"Bagus mantap, di coba dulu,,,",5
"Bug limit follow nya yang bikin gak nyaman, cukup eror di threads aja , Instagram nya jangan ikut ikutan bug juga. Padahal di Instagram gak ngapa ngapain.",3
"Masih baru bagi saya, jadi gak bisa menilai",3
Aplikasi sampah,1
Bug tidak bisa dihindari,1
Yup\U0001f91d\U0001f91d\U0001f91d,5
karena kamu asik aku kasih 5 buat kamuh,5
So far ok,4
Sama aja dengan Facebook susah FYP postingan ku,3
Mantap hampir sama kayak apk burung biru,5
tambahkan fitur terjemahan untuk suatu unggahan,3
Baru dibuka. Udah ngebug. Gambar sama tulisannya campur aduk. Dibuka ulang tetep sama berkali-kali.,1
Mantap. Cukup mirip kayak sebelah. Btw ini gw kasih bintang 4 dulu soalnya nggak ada tema perangkat gelap. Kalau udah ada nanti gw tambahin,4
Baru upload 1 foto. Uda eror dr pagi Ampe sore kek gak kelar kelar upload. Pdhl file nya kecil size nya. Ditunggu update nya,1
06-07-2023 masih 1 juta download,5
there is one bug that I encountered where I was about to post something I clicked on the image and I clicked continue suddenly the application stopped and exited by itself,3
"Sangat bagus dan akurat, mohon lebih ditambahkan lagi fitur fitur barunya. Terima kasih.",5
Bagus sih sebenernya tapi kurang nya gak ada penerjemah nya doang tolong di perbaiki,4
Setelah download threads akun instagram ku gabisa kebuka jujur....,3
"Kita sangat susah melihat orang yang kita follow dan tidak bisa lihat reals kayak di instagram, youtube, Facebook dan tik tok",1
Twitter Vs Threads hahahahhaha,3
Aplikasinya bagus cuman semoga ada update lagi kedepannya,4
"Aplikasi berjalan dengan baik dan lancar, hanya ada beberapa bug kecil. Harapan untuk kedepannya bisa ditambahkan fitur penerjemah bahasa\U0001f64f\U0001f3fb",5
"isinya centang biru semua yang ga sesuai sama selera kita. kita juga kan pengen yg absurd absurd, bukan centang biru yang keliatannya agak formal gitu.",1
Fitur translate,4
"tolong adain fitur baru yang menarik contohnya kaya bisa dengerin lagu bareng - bareng sama tmn, terus adain ""follow back"" biar ga capek ngecek satu2 !! fitur voice note sabi sih tp dibatasin waktuny. terakhir fitur DM . thank you !!",4
"Fiturnya tambahin, tampilannya ditambah biar makin menarik dan bervariasi. Terutama latar belakangnya jangan putih polos, kasih warna warni. Jadi ga bosenin... \U0001f64f",5
Wow sangat bagus sekali tapi kok,5
See you in court -elon\U0001f480,5
Bagus,5
Bar bar,5
udah ada bokepnya?,3
Please give me the chat feature please,4
Baru mau download semoga aja bagus,3
Ok,5
"I accidentally pressed hide badge, so please return the badge ID to threads on Instagram \U0001f64f",1
"Tp bosenin ga ada trend, jdi sulit klo mau war antar fans kpop",5
"Lebih simple dari twitter, kelebihannya jika login tinggal masuk instragram dan jika lupa login instagram tinggal masuk facebook dan kekurangannya dari aplikasi ini akan dijelaskan oleh pemberi \u2b50 1, 2, dan 3 atau buZzeRp 2024. Jika hal itu berkaitan dengan postingan politik",4
ko Ngebag Mulu AFK nya,1
Tolong benerin bugnya teks salin menimpa teks lain yaa.error gitulah.,2
Twitter,1
Udah brp kali hapus download tetap saja masih error,1
kreen,5
Isinya cuma notes nya centang biru anjim,1
"I still have issue with uploading image. Most of the time it's immediately close the app. But overall, interesting app",5
"Nyaho mereun? Didunia ini mah semuanya titipan, hidup sekali hiduplah yang bearti.",5
Gak kasian sama Elon musk?,3
apk mcam ap iniee ig gbisa dibuka bajindulll\U0001f44e sejujurny sy sngt kecowa berat memberi dislekkk\U0001f44e\U0001f44e\U0001f44e\U0001f44e,1
Oh good,5
Keren Sih Meski Belum Bisa Masuk Karena email Instagram Gak Bisa,5
Tolong dong adain thema gelap biar ke mata tdak terlalu silau...,4
Keren,5
Gara gara aplikasi ini instagram teman saya ke hack. Tolong tambahkan fitur hapus akun tanpa harus menghapus akun instagram sekaligus. Tolong perbaiki keamanan akun!,2
ywdh si wir \U0001f913,5
Fb versi sultan,4
"Pertama kali saya pake bagus, nah dipake besoknya jadii jelekk apa karna hpnya atau aplikasinya nggak tau jugaa.. Jadi saya nggak bisa pakai aplikasinya \U0001f64f cuman sekalii soalnya nggak keliatann..",2
No comment,5
Tai bug,1
Dicoba dulu kayaknya worth it,5
1. Banyak terjadi bug salah satunya ketika kita menggunakan tema pada chat di Instagram dan kita menginstall thread tema di chat Instagram tersebut tiba\xb2 menjadi default dari sisi pengguna di ubah pun tetap akan default sehingga cuman pengguna lain yang bisa lihat chat tema tersebut 2. Algoritmanya masih tidak jelas arahnya kemana saya tidak pernah ikutin artis tiba\xb2 isi thread artis centang biru semua. 3. Tidak ada fitur send chat 4. Jika modelnya cuman mau nampil thread sebaiknya jadi satu,2
Tambahin fitur ukuran font nya,5
keren,5
"Untuk tahap awal, fitur yg tersedia jika dibandingkan kompetitor nya, threads masih kurang dan masih jauh. Ditunggu pembaharuan nya.",4
saya suka saya suka,5
Bagus banget app nya saya suka \U0001f929\U0001f929\U0001f929\U0001f929,5
Bagusan twitter dek,1
Woyy download apk ini Instagram gue gabisaa di buka anjir,1
on lenovo S5 the screen is glitching cannot see the picture. please fix,1
"SEDANG MENCARI KOMEN BINTANG ""ELON MUSK""",1
b aja,5
Can't change my Profile photo,2
Mantab,5
Masih ada ngebug dengan tampilan ny mohon di perbaiki,3
Buat yng ngasih bintang 1 sabar masih dalam tahap pengembangn so far baguss,5
threads please update can double account pleasee,5
"So Many bugs ,frezze when i scrolled a time line.",1
App bagus ampe halasa gk bisa ngespam,5
Bug parah,1
"Aplikasi nya baguss bgttt, pokoknya the besttt..... \U0001f44d\U0001f3fc\U0001f44d\U0001f3fc\U0001f4af",5
"Can't delete account, must delete Instagram first. Bad",2
INSTAGRAM KU JADI GABISA KEBUKA,1
Ketika saya ingin membuat threads baru malah keluar terus dari aplikasi,1
Sengol donk Elonmusk,5
Smnjk saya download ini akun Instagram saya jadi ngeleg gabisa dibuka,1
ketika membuka threads saya terkena render atau bug,2
Looks good with simple words simple picture but nothing message then connect with strange people not only close friends but time update too fast Walk ... Can not save nothing translate no complete,5
"Jelek aplikasinya. Gabisa dimainin, hurufnya nyatu semua, gabisa dibaca",1
Teksnya bertumpuk\xb2 jadi gak bisa dibaca\U0001f62d tolong ya diperbaiki aplikasinya,1
Kenapa klo mau meng unistal aplikasi ini aku intagram nya harus ikut ilang,3
Kerennn,5
tolong diperbaiki masi ngebug parah,2
Normal\xb2 aja di hp gw,5
di timeline banyak banyak postingan orang yang tidak di follow . Sangat mengganggu \U0001f612,3
"Baru mau coba,,tapi kenapa ga ada translate'a,,jadi susah nih,,kalau bisa di tambahkan translate jadi orang2 bisa mengerti",3
"Sempat bug,jadi saya coba download ulang lagi semoga aja lebi baik dari pada yang awal tadi",2
"boleh """,5
"Semenjak ada Threads, instagram error karena ada BUG nya. Tolong lebih diperbaiki lagi sistemnya",3
"Bagus tapi sayang algoritmanya masih berantakan buat ngeload beranda aja masih muter"" di post itu"" aja",4
Nice!,5
Good is good \U0001f44c\U0001f44d,5
4 bintang dulu klo bagus baru saya kasih 5 bintang,4
ga bs hpus akun,1
Gacor,5
undangan terbuka buat Zuckerberg mending sia gelut jeng aing goblokkk,1
Lah ko eror masbro,1
Suka ngawur,3
"Bagus, cuma untuk notif follower ketika lebih dari 100 notifnya bakal numpuk, ini sangat menggagu ketika saya mau follback tapi tidak bisa melihat siapa yang follow saya, mohon segera di perbaiki",2
"Mantap, semoga tidak ter ban",5
"Tdak ada terjemahan nya,kalo liat utasan thailand kn susah apa artinya",3
gg,5
Duhhh ngebug terosssssss,2
Not good as like as blue fat bird,4
Entah bug atau apa... Tulisan kayak numpuk & getar... Apa karena baru launching jd masih ada kekurangan... Semoga cepat diperbaiki...,2
