Content,Rating,Category Level,Category
"Saya menemukan bug di aplikasi ini, tidak ada menu keranjang kuningnya. Perlu banyak perbaikan karena biasa aja aplikasinya ga ada inovasinya, klo bisa aplikasinya yang menghasilkan uang juga bukan cuma dosa, jadilah meta bukan mata mata.",1,-1,Negatif
keren,5,1,Positif
"udah bagus kok aplikasi nya, cuman gak ada translate. Coba di tambah penerjemah pasti akan lebih bagus",5,1,Positif
Godd,4,1,Positif
Membahayakan akun Instagram lenyap,2,-1,Negatif
bug nya ga ngotak,1,-1,Negatif
"Bug sangatt meresahkan,seketika ig nyatu dengan threads",1,-1,Negatif
"sudah bagus, tapi tolong dikasih fitur untuk bisa mengembalikan nomor threads di bio instagram yang kehapus",4,1,Positif
Bagus,5,1,Positif
"Kurang menarik ,, buat kolom komentarnya nggak bisa pakai GIF , jadi nggak seru \U0001f44e",3,0,Netral
data bocor slebew,1,-1,Negatif
Kenapa kalau dibuka masih kresek gitu yah tolong diperbaikan plis \U0001f64f,2,-1,Negatif
Akun ig ku kan ganti paswod masa gk bisa login ke tread lagi,3,0,Netral
the application exits when uploading photos,1,-1,Negatif
Good Job,4,1,Positif
Apk yg menarik yg bilang suka forced closed dll mungkin hpnya blm Android 11 keatas saya pake 2 hp... Android 11 & Android 13 lancar2 aja \U0001f605,5,1,Positif
Bnyak bugny,1,-1,Negatif
Bug parah,3,0,Netral
Wkwkwk mark plagiat\U0001f923\U0001f923\U0001f923\U0001f923,4,1,Positif
Mantap,5,1,Positif
Sempurna,5,1,Positif
Nice,5,1,Positif
"Keep it simple, jgn muluk2 kyk medsos lain. Pusying hamba",4,1,Positif
Nyoba aja,4,1,Positif
Aku cuman download ini demi haechan!,5,1,Positif
Masih perlu banyak perbaikan. Unggah foto lama banget dan lemot padahal sinyal bagus.,1,-1,Negatif
Tidak dapat mengunggah foto. Ketika mengimpor photo dari galeri dalam proses tiba-tiba force close,2,-1,Negatif
Dimohon utk menambahkan translate \U0001f601 sekian terima kasih.\U0001f64f,4,1,Positif
Banyak Bug pada aplikasi,1,-1,Negatif
So far so good,5,1,Positif
Masih banyak bug ya,1,-1,Negatif
Kasih terjemahan lah,4,1,Positif
Apk nya mantul,5,1,Positif
gak jelas perbaiki lagi mark,1,-1,Negatif
Kecewa dengan aplikasi ini \U0001f614\U0001f614,1,-1,Negatif
Elon musk,1,-1,Negatif
masih awal rilis jadi oke oke aja kalau masih banyak bug nya,5,1,Positif
"Kalau ini apk bisa ngehasilin duit dan banyak spender, gue instal lagi, soalnya menuh""in memori doang.",1,-1,Negatif
Aplikasi lol Akun ig gue kebajak gara gara ini !,5,1,Positif
Better than Twitter,5,1,Positif
Thread saya buram ya,5,1,Positif
"Tolong hilangkan fitur balasan yang dimana follower atau orang\xb2 dapat melihat balasan kita di postingan orang lain! Gara-gara fitur ini, teman saya jadi membenci saya hanya karena saya ngobrol baik-baik sama musuh teman saya \U0001f62d\U0001f480 Atau tolong diganti saja ke ""tandai (tags)"" yang dimana postingan yang menandai pemakai dapat dilihat disana \U0001f614\U0001f64f",2,-1,Negatif
"aku berfikir bahwa aplikasi ini sudah bagus, tapi tolong berikan fitur translate nya",4,1,Positif
Tidak ada fitur terjemahannya,4,1,Positif
Cukup bagus \U0001f44d\U0001f44d\U0001f44d,5,1,Positif
ada bug klo sistem hp bawaan dark,1,-1,Negatif
Ayo bang mark upgrade time atau pending kita lihat,5,1,Positif
\U0001f44d,5,1,Positif
Nyoba app ini pingin tahu seberapa exsaited fungsinya,5,1,Positif
wadehel bagus banhat coeg,5,1,Positif
"bagus, tpi minus fitur translate. Kalo bisa tambahin, terima kasih",3,0,Netral
"Kalo fiturnya sudah lengkap, saya kasih bintang 5 cuma-cuma.",1,-1,Negatif
menurut ku apk bagus walau rada takut sama info yg beredar tapi demi bias aku akan bertahan tolong tambahkan untuk menyimpan ft dan terjemahan \U0001f64f,5,1,Positif
Please fix bug that when using dark mode the UI scewed,4,1,Positif
good,5,1,Positif
tolong update selanjutnya adakan fitur untuk mengunduh gambar/foto dan video,5,1,Positif
Mantap,5,1,Positif
Bagus juga tampilan uinya fresh,3,0,Netral
"If only there was a translation, this might be the best application at this time",3,0,Netral
Mark Zuckerberg pekok,1,-1,Negatif
Bagus tapi masih banyak bug,3,0,Netral
Please provide the dark mode feature,3,0,Netral
abis download ini malah gabisa buka ig,1,-1,Negatif
"Don't forget to provide a translation in Indonesian, and don't forget the photo saving feature to the gallery or video\U0001f60a",4,1,Positif
Terdapat bug setelah di instal yaitu tidak bisa di buka,3,0,Netral
"bagusss sihhh... cuma ya kan gini nih Kan saya abis login tuh dari trheads setelah itu saya ke profil ig kan trus ada kek ""@988053"" Gitu di bio ig, jadi saya memencet ""@977053"" dan tidak sengaja memencet mensenyapkan/menghilangkan, cara mengembalikan nya gimana guys yesel abis memencet itu \U0001f62d\U0001f64f\U0001f3fb",3,0,Netral
Bagus Saya Suka Sekali Aplikasi Threads ini,5,1,Positif
ok,1,-1,Negatif
"Bug nya banyak banget, ketika di swipe tulisannya numpuk\xb2 ga bisa baca tulisan sama sekali",1,-1,Negatif
Tolong adakan translate,4,1,Positif
Ngapus treads doang malah akun instagramnya d nonaktifkan slamanya\U0001f611,1,-1,Negatif
Masih ada bug nya.,3,0,Netral
Bug parah. Tampilan bayang2..,1,-1,Negatif
"Kukasi ki bintang 4 dulu kanda krn di beranda biar yg tdk di follow tampilki postingannya. Dan yg paling penting semoga bisaki filter yg posting konten\xb2 18+, jngn sampai kayak aplikasi burung biru di' hehe massukku kusuka tonji saya tapi tabe' sebelumnya kanda bukan apanya kah jan sampe banyak yg beralih kesini na nanti samaji yg di sajikan di aplikasi burung biru",4,1,Positif
buggg bgt plis,1,-1,Negatif
Ok,5,1,Positif
"Masih banyak bug,tapi gw yakin aplikasi ini bisa kaya Twitter sama Instagram",3,0,Netral
"Login threads malah logout ig, login ig malah logout threads. Benerin nih",2,-1,Negatif
Semoga Didelete kominfo,1,-1,Negatif
Apk rusakkk marai ig ku eror asuuu,1,-1,Negatif
Keren lebih bagus dari Twitternya,4,1,Positif
Mantap threads,5,1,Positif
Tambahkan fitur tranlsate,5,1,Positif
akunnn gwww ilanggg,1,-1,Negatif
"jelek bgt aplikasinya, ngebug bgt padahal baru download",1,-1,Negatif
good,5,1,Positif
butut anj,1,-1,Negatif
Masih bagusan Twitter ada bokepnya,1,-1,Negatif
Upload video tapi suara g muncul,1,-1,Negatif
Bagus apknya,5,1,Positif
tolong tambahkan fitur simpan foto dengan resolusi yang lumayan. jika ini ada di update selanjutnya reflek bintang 5,3,0,Netral
Baguss Banget \U0001f44d,5,1,Positif
Nothing special,1,-1,Negatif
Excuse me madam or sir I have a little problem with this application please sir or madam to handle the hide id threads feature I accidentally pressed the hide button I beg you how to restore it \U0001f62d,1,-1,Negatif
"gjls anying apknya, akun gua jdi ke logout sendiri gara' ni apk",1,-1,Negatif
Jelek,5,1,Positif
Bekerja keras .tidur . Nikmati,5,1,Positif
1. Lebih baik threads yg dimunculkan pada halaman beranda/home itu thread dari akun yg kita follow saja. 2. Jangan pernah menambahkan trending hashtag karena saya lihat yg di twitter itu isi dari hashtagnya kebanyakan sampah.,4,1,Positif
"BUG, halaman ketumpuk",1,-1,Negatif
Aplikasinya bagus tapi nggak ada fitur,5,1,Positif
aplikasi nya lumayan bagus tp tolong ditingkatkan yaa agar semua orang nyaman menggunakan nya semangat Developer,2,-1,Negatif
Yuk tingkat kah apliynya:))),5,1,Positif
bad experience a lot bug,1,-1,Negatif
buruk,1,-1,Negatif
"blm ada fitur translate, crop, trs save, kalau bisa cari cara agar kalau mau hps akun threads akun ig juga tdk ikut terhapus permanen, karna saya login menggunakan 2 akun ig mau hps salah satunya di akun threads tdk bisa \U0001f64f\U0001f3fb",2,-1,Negatif
"Why i can't post a photo in threads, i try for many times",3,0,Netral
"kenapa ya di android 9 ga support, bug ketika di buka, campur semua tulisa, tolong di perbaiki lagi",1,-1,Negatif
Bug tulisannya dobel gak bisa digunakan,1,-1,Negatif
"Aplikasi baru liris, masih ada banyak bug dan kendala server seperti buffering homepage yang terlalu lama padahal sudah clear data cache dan jaringan stabil, saat mau searching hanya muncul tampilan akun saja tidak ada postingan apapun selain akun orang, memang aplikasi ini mirip Twitter tapi fiturnya masih kurang drastis sebenarnya tidak masalah asalkan tidak ada batasan atau close server.",4,1,Positif
aplikasi mantap,5,1,Positif
simply works,5,1,Positif
"Saran, tidak usah buat aplikasi baru, cukup dengan instagram dan kembangkan lagi dengan fitur fitur terbaik... Tunjukan karya terbaik kamu sampai dunia terkagum kagum dengan kamu..",5,1,Positif
Ko g bisa buat login?,2,-1,Negatif
Weee kenapa semenjak make ini Instagram malah ngebug????? Tiba2 keluar gtu aj??,2,-1,Negatif
Lagi upload foto terus tiba tiba keluar sendiri gatau ke Napa bug Mulu udah di coba beberapa kali tetep sama gak bisa kirim foto itu,3,0,Netral
"bagus sih, cuma pas join threads ig jadi gabisa dibuka. tolong bgt ini mh ya, cepet benerin soalnya kesel bgt gabisa bisa buka ig",2,-1,Negatif
"Aplikasinya sangat membantu saya untuk mencari referensi berita\xb2 terkini,bagus bngt saya suka trimaksihh",5,1,Positif
ig gue jadi error njay,1,-1,Negatif
"Sesat anjir, gara-gara nih aplikasi Ig gw nge carsh Mulu",1,-1,Negatif
"I just downloaded this application and a bug occurred on my cellphone, when I was scrolling it and what happened was my screen was like a broken LCD even though it wasn't at all",1,-1,Negatif
Please instagram. please update. I accidentally deleted my threads number in my Instagram bio and i cant take it back. please change it so it can take it back again,1,-1,Negatif
"Kenapa aku harus beri bintang 1? Aku tarik kembali kata2 aku semula... THREADS PLAGIAT SAMA TWITTER \U0001f621\U0001f92c Sudah saya laporkan sebagai ga pantas karena sebagian besar mengalami kehilangan akun bahkan di suspend akun tanpa alasan, mesti ni gara2 apk Threads \U0001f44e\U0001f44e\U0001f44e lebih baiknya pake Twitter, asli ga pake suspend akun\U0001f44e",1,-1,Negatif
ini berbayarkah? kok unduh gak bisa trus,1,-1,Negatif
Kerja bagus,5,1,Positif
Good. Pasti kedepannya bakalan lebih baik dan lebih banyak fitur.,5,1,Positif
"DOWNLOAD GARA"" HAECHANKUU SAYANGGG <3",5,1,Positif
Bagussssss,5,1,Positif
Gw make karna Jaemin bikin akun\U0001f62d\U0001f62d\U0001f932\U0001f3fb,5,1,Positif
"Saya cuma mengkritik 1 hal, yaitu tolong diperbaiki lagi aplikasi ini, terutama bagian ""simpan"".. minimal bisa simpan foto postingan lah\U0001f64f\U0001f3fc\U0001f64f\U0001f3fc\U0001f64f\U0001f3fc",1,-1,Negatif
Tolonglah balasan komentar kito di hilang di profil atau sembunyikan privasi soalnya,4,1,Positif
error kenapa nihh tolng lahh susah kalii,1,-1,Negatif
That's great but can you provide a translate feature? And can you display the only followed and not mixed? Thank You.,4,1,Positif
Kerennn,5,1,Positif
Saingan dengan Twitter? Mana bisa. Threads hanya isi sampah cuitan centang biru. Saya tidak ingin sampah itu ada di timelineku.,1,-1,Negatif
hapusin limitnya nnti ak ksih bintang lima,2,-1,Negatif
Hari pertama pake apk ini jam 19:14,5,1,Positif
Lencana threadsnya buset kaga bisa ilang nyesel dah gua daftar:(,1,-1,Negatif
Can you translate everyone's posts into all languages? I think it will be very helpful \U0001f60a,1,-1,Negatif
Suka Heng,3,0,Netral
All in mark,5,1,Positif
really please. please provide the translate feature and the photo save feature.,3,0,Netral
Buka langsung error. Gk bisa buat nyekrol. Gk bisa digunakan sih lebih tepatnya,1,-1,Negatif
Tidak ada translate,4,1,Positif
Klo hpnya mungkin biasa sama goto.g bisa yak smoga lebih di upgrade,2,-1,Negatif
"Tolong di perbaiki pas share status di feed instagram, tiba-tiba post feed instagram saya salah satu hilang, perbaikan lagi fiturnya biar lebih pro ada kirim pesan, notif pertemanan follback nya dan live siaran, terimakasih",4,1,Positif
"oke sih menurutku. buat yang suka posting yang berbau f0rn09r4f1 lebih baik jangan. karena aturan disini sangat ketat. jangankan posting yang berbau f0rn09r4f1. kau spam follow, komentar, like udah langsung banned. contohnya aku. aku spam follow langsung ke banned.",5,1,Positif
Minimal jangan plekketiplek,1,-1,Negatif
Mantab,5,1,Positif
"apk nya udah bagus banget, tapi tolong adakan fitur translate otomatis sama save foto ya terimakasih",5,1,Positif
Lumayan bagus. Semoga punya fitur story kayak instagram,5,1,Positif
"Wadaw kren Bagus aja sih cuman masih ada bug sama kudu di tambahin hal lain, ya wajar lah orang apk baru rilis/lahir \U0001f642",2,-1,Negatif
unfair. this app applies privileges to accounts that already have a blue tick on Instagram.,1,-1,Negatif
"banyak minusnya plerrrrrrr, notif telat + error mlu ajgggg",1,-1,Negatif
"semenjak download threads, IG gue tambah eror cuyy. gapake ini aja ada bugnya, malah ditambahin. ckckck, perbaikin dulu bugnya baru bikin aplikasi baru",1,-1,Negatif
monyet loe threads. akunku kehack gara\xb2 download aplikasi enih. MOGA ELON BENERAN GUGAT LOE ANJINK. ak sangat amat gak rela. bintang \U0001f31f.,1,-1,Negatif
Kok di scroll tulisannya membayang ya? Sedangkan instagram fb Google YT lancar2 aja. Tolong diperbaiki,2,-1,Negatif
"apk rusak ,",1,-1,Negatif
Kurang efektif,2,-1,Negatif
Bagus,5,1,Positif
Copy company,1,-1,Negatif
OK..,5,1,Positif
tolong banget ini mah adain fitur translate smaa save fto\U0001f62d\U0001f64f\U0001f64f,3,0,Netral
"tolong jangan ada limit, masa saya gabisa buka siapa yang saya ikuti sampe IG nya jg kek gitu gabisa liat siapa yang saya ikuti. Terimakasih.",1,-1,Negatif
Minta tolong dong di kasih fitur untuk mengembalikan lencana di instagram yang terlanjur terhapus,3,0,Netral
Bisa mungkin di tambahin fitur translate \U0001f44d\U0001f3fb,3,0,Netral
"Lumayann sihh, harusnya ada fitur translet nya biar tidak ada kendala dalam berkomunikasi dengan artis atau idol luar negeri...",3,0,Netral
Nicee,5,1,Positif
Tolong bgt adain terjemahan dan bisa save foto/vidio,3,0,Netral
Gak bisa buat upload \U0001f62d,1,-1,Negatif
Aplikasi nya mohon di tingkatan dengan fitur translate,5,1,Positif
"Apk taekk, tolol, ga berguna",1,-1,Negatif
Elon musk payah. Mark Zuckerberg keren \U0001f60e\U0001f525,5,1,Positif
Tolong kasih subtitle dongg biar tau apa yang mereka bicarain\U0001f97a,4,1,Positif
"akun ig aku kena hack, mana nggak bisa balik lagi",1,-1,Negatif
"too much bug, akun ig yang terhubung sm threads jadi gabisa dibuka, terpaksa ngakalin pake ig lite. please, fix the bug immediately/!",1,-1,Negatif
Bug saat upload foto dan video bersamaan,1,-1,Negatif
Ya ga guna,1,-1,Negatif
kasih translate dong trus kalo ada postingan foto dibuat kek apk sebelah bisa di download kan keren,3,0,Netral
"Udh bagus cuma,nggk bisa postingan privasi privat gitu",3,0,Netral
ngebug bang gabisa digeser,1,-1,Negatif
IG FIRST GUE JDI GABISA DIBUKA ANJENG,1,-1,Negatif
"apk gajelas,instagram org banyak hilang gara' apk inii,",2,-1,Negatif
Bugnya cukup parah.. belum bisa kupakai jadinya.,2,-1,Negatif
Saingannya twitter nih\U0001f923,5,1,Positif
Ngebug parah bangettttttt,1,-1,Negatif
"Satu masukan, kayaknya butuh segera dibuat fitur beranda khusus yang kita ikuti aja deh semacam ig. Biar lebih nyaman scrolling karena yang sekarang ini rancu banget random orang-orangnya, random yang serandom itu jadi bikin agak males...",3,0,Netral
Download yakiniku orang brkurang itu langsung dterong instagram melsenkan seluruh\U0001f605 tapikan hrus brahmana instan ukur\U0001f643 rumah tanpamu jam kota tersebut glek\U0001f9d0,1,-1,Negatif
masa gabisa di download juga eror please di perbaiki,1,-1,Negatif
akun gua hilang ppq,1,-1,Negatif
"Emmm fungsi threads buat apa sih,tapi bagus bangeddd",5,1,Positif
Apk nya bagus cuma butuh translate mohon kepada developer buat adain translate \U0001f441\ufe0f\U0001f444\U0001f441\ufe0f\U0001f64f\U0001f3fb,5,1,Positif
Gw ksh bintang 5 karna oshi gw pada main ini\U0001f5ff,5,1,Positif
"Aplikasi nya bagus, tapi tidak ada terjemahan nya. kalau boleh, terjemahan nya di buat. makasih",3,0,Netral
"bintang satu soalnya menyaingi aplikasi nya elon musk, aku fans elon musk\U0001f621\U0001f621",1,-1,Negatif
Mantap mark,5,1,Positif
"Fiturnya gak lengkap, gak ada translate",1,-1,Negatif
Emg boleh se chindo ini?,5,1,Positif
Aplikasi nya bagus. Cuma 1 yg kurang. Tolong kasih fitur translate dong,3,0,Netral
"jelek bgt, di scroll malah ngebug",1,-1,Negatif
Banyak amat buggnya,1,-1,Negatif
Mntap,5,1,Positif
"APLIKASI NYA UDAH BAGUS BANGETTTT, tapi tolong adain translate nya dongg\U0001f613\U0001f613",5,1,Positif
Entah akun Ku atau aplinya... Tapi aku gak bisa upload foto di apli ini..,3,0,Netral
waktu saya pengen posting video durasi gak nyampe 3 menit selalu gagal posting pdahal internet saya lancar lancar,3,0,Netral
"gimana cara ngilangin akun threads yang udah ke hubung di ig, gak enak cok.",1,-1,Negatif
Gokkl,5,1,Positif
Aku yang donwload ini gara\xb2haechan nct\u263a,5,1,Positif
"Apk nya bagus , Tapi gak ada fitur translate nya Please Add the translate feature",4,1,Positif
diluar otak senku,1,-1,Negatif
Threads > twitter,5,1,Positif
"Masih banyak kekurangan, masuk aja susah...mungkin krn harus menyingkronkan data..ini yg ku gak suka, krn maunya bedalah teman2 kita, spt di twitter...bisa anonim",3,0,Netral
bagus,5,1,Positif
"Bagus banget app nya, tapi kurang fitur translate, saya sampai bolak balik google buat nerjemahin bahasa bahasa bujang ensiti",5,1,Positif
"tolong segera beri fitur menyimpan gambar, fitur translate, fitur trends for you (#) segera\U0001f979\U0001f979",3,0,Netral
kalo bisa ada translate nya terimakasih \U0001f490,2,-1,Negatif
gw kira ketika didonlot jadi apilkasi sistem dan masuk ke ig tapi ternyata malah nongol di bilah aplikasi jadi malas auto del,2,-1,Negatif
kenapa aku tidak bisa mengupload foto? aplikasinya keluar sendiri dan kucoba lagi tetap sama.,3,0,Netral
Ga tau kenapa d aku erorr padahal baru masuk,4,1,Positif
Can you translate everyone's posts into all languages? I think it will be very helpful \U0001f60a,1,-1,Negatif
Kurang efektif,2,-1,Negatif
Gara\xb2 ini ke hack akun ku,1,-1,Negatif
baru instal udah bug,1,-1,Negatif
masih ada bug tolong cepat dibenerin ya,3,0,Netral
